Daily_SIF_740nm,Delta_Time,Latitude,Longitude,Lat_corner1,Lat_corner2,Lat_corner3,Lat_corner4,Lon_corner1,Lon_corner2,Lon_corner3,Lon_corner4,Quality_Flag,Meteo.specific_humidity,Meteo.surface_pressure,Meteo.temperature_skin,Meteo.temperature_two_meter,Meteo.vapor_pressure_deficit,Metadata.MeasurementMode,file_id,source_file,Delta_Date,state,sif_id,sif_year,mgrs_tile,crop_pixel_count,crop_count_no_data,crop_count_winter_wheat,crop_count_winter_barley,crop_count_winter_rye,crop_count_other_winter_cereals,crop_count_spring_wheat,crop_count_spring_barley,crop_count_spring_oat,crop_count_maize,crop_count_legumes,crop_count_potato,crop_count_sugar_beet,crop_count_rapeseed,crop_count_clover_alfalfa,crop_count_arable_grass,crop_count_permanent_grassland,crop_count_vineyard,crop_count_fruit_trees_and_other_woody_vegetation,crop_count_hops,crop_count_other_agricultural_use,ww_pct,sif_extract_id,mean_ndvi,mean_ndre,mean_ndre8a,mean_psri,mean_osavi,mean_ndwi,mean_nirv,mean_tcari,wasp_product_id,wasp_year_month,non_crop_low_ndvi_threshold,contaminated_20m_fraction_threshold
0.2686185836791992,2019-02-26T11:49:39Z,52.104736328125,11.976806640625,52.1033935546875,52.1204833984375,52.10882568359375,52.0919189453125,11.97418212890625,11.963623046875,11.98223876953125,11.9927978515625,0,0.003387451171875,102383.6796875,286.8351745605469,284.9621276855469,827.87164306640625,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,4998,2019,32UQC,14337,0,5410,1425,956,692,0,0,0,5254,72,0,9,448,0,71,0,0,0,0,0,0.37734533026435096,1432,0.42115957386767505,0.26502663242281344,0.09603576113140376,0.20389148793461306,0.3153681098726774,-0.4767001053738126,0.10027865014113499,0.06277033917690933,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.17449951171875,2019-02-26T11:49:40Z,52.12188720703125,11.96624755859375,52.12054443359375,52.13751220703125,52.12591552734375,52.10888671875,11.963623046875,11.95306396484375,11.97161865234375,11.982177734375,0,0.0034036636352539063,102439.828125,286.8385009765625,285.0005798339844,828.460693359375,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,4999,2019,32UQC,13019,0,6288,3809,1144,69,0,0,0,282,0,0,0,889,65,288,91,0,94,0,0,0.4829864044857516,1433,0.632100682838755,0.4007000246908548,0.09816848009894104,0.10787128013851248,0.49678420452180105,-0.6152185188220362,0.19096038865168763,0.1030106190512168,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.27101707458496094,2019-02-26T11:49:40Z,52.1103515625,11.985595703125,52.109619140625,52.12664794921875,52.11444091796875,52.0975341796875,11.9827880859375,11.97222900390625,11.99163818359375,12.002197265625,0,0.0034046173095703125,102354.390625,286.8166198730469,284.91253662109375,820.72796630859375,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5000,2019,32UQC,11789,0,3554,1803,3470,1005,217,0,0,54,41,0,514,416,0,639,57,0,19,0,0,0.3014674696751209,1434,0.6239270522553131,0.39286792008062443,0.0996076863477538,0.11693885077826417,0.48688824975060857,-0.6160268166877138,0.18135067472451893,0.09529475660697392,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.32648468017578125,2019-02-26T11:49:40Z,52.09869384765625,12.00494384765625,52.09796142578125,52.114990234375,52.10272216796875,52.0858154296875,12.0025634765625,11.99200439453125,12.01153564453125,12.0220947265625,0,0.003398895263671875,102204.8046875,286.7940368652344,284.7698669433594,809.5244140625,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5001,2019,32UQC,12936,0,8233,0,521,588,0,0,0,0,0,0,2089,1232,0,209,46,0,18,0,0,0.6364409400123686,1435,0.46567705782382174,0.2924684003951926,0.0972700574945458,0.20043510925665775,0.35646115774508297,-0.5121253193311289,0.12189550667101515,0.06736727804991285,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.4811668395996094,2019-02-26T11:49:40Z,52.13897705078125,11.9556884765625,52.1375732421875,52.1546630859375,52.14300537109375,52.1259765625,11.9530029296875,11.9423828125,11.96099853515625,11.97161865234375,0,0.0034208297729492188,102512.9921875,286.8413391113281,285.0523986816406,829.85693359375,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5002,2019,32UQC,7818,0,2535,885,1364,41,341,0,74,0,647,0,0,0,0,454,880,0,474,0,123,0.32425172678434383,1436,0.5825979914535134,0.35157230195382794,0.11131876607612397,0.1343929605792998,0.4189326919503414,-0.5918053226590744,0.13355978471339708,0.07934929555196955,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
-0.019911766052246094,2019-02-26T11:49:40Z,52.12744140625,11.9749755859375,52.12664794921875,52.1436767578125,52.1314697265625,52.114501953125,11.97216796875,11.9615478515625,11.98095703125,11.99163818359375,0,0.0034246444702148438,102452.6953125,286.82025146484375,284.9866027832031,823.62786865234375,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5003,2019,32UQC,14257,0,7848,765,857,792,134,0,337,322,477,0,452,842,0,301,648,0,482,0,0,0.5504664375394543,1437,0.6331949223414387,0.3985402256511899,0.1002739984188677,0.10839485030362135,0.48146257311127316,-0.6160971691614651,0.17514646799179978,0.08917546065475836,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.30199718475341797,2019-02-26T11:49:40Z,52.11572265625,11.99432373046875,52.11505126953125,52.1319580078125,52.11981201171875,52.102783203125,11.99200439453125,11.9813232421875,12.00091552734375,12.01153564453125,0,0.00342559814453125,102367.640625,286.7984924316406,284.8992919921875,816.0076904296875,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5004,2019,32UQC,14648,0,5214,2215,857,155,0,49,444,3839,73,0,847,833,0,107,15,0,0,0,0,0.3559530311305298,1438,0.4854886541049992,0.30850764635271993,0.10496395274003813,0.1906912476062153,0.3779595889970713,-0.5203022384351857,0.1439490652530878,0.07619444408400936,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.4056367874145508,2019-02-26T11:49:40Z,52.103759765625,12.01361083984375,52.10321044921875,52.12017822265625,52.10797119140625,52.09100341796875,12.0115966796875,12.00091552734375,12.0203857421875,12.031005859375,0,0.0034246444702148438,102268.6328125,286.7762145996094,284.7995300292969,807.6170654296875,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5005,2019,32UQC,13367,0,4868,2668,1107,810,0,0,0,2798,0,0,18,0,0,452,556,0,90,0,0,0.36418044437794567,1439,0.5886964478298955,0.3764472872884913,0.10939618877000401,0.14617769751911713,0.45512984002183415,-0.591494727387332,0.16925576367001363,0.0930047923305766,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.17000293731689453,2019-02-26T11:49:40Z,52.14453125,11.96429443359375,52.14373779296875,52.16082763671875,52.148681640625,52.1314697265625,11.9615478515625,11.95086669921875,11.97027587890625,11.98095703125,0,0.0034379959106445313,102486.734375,286.82330322265625,285.0060119628906,822.981689453125,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5006,2019,32UQC,7512,0,0,889,1668,0,0,0,98,16,1301,0,0,0,132,962,1555,0,833,0,58,0,1440,0.5913707874750735,0.3715117449243299,0.12745192567056463,0.12227113906960323,0.4276393280501865,-0.6002858880441506,0.14549516129664225,0.07711418492408606,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.26021671295166016,2019-02-26T11:49:40Z,52.13275146484375,11.983642578125,52.13201904296875,52.14923095703125,52.136962890625,52.11981201171875,11.9813232421875,11.97064208984375,11.990234375,12.0008544921875,0,0.0034427642822265625,102440.2421875,286.802490234375,284.9522705078125,817.60296630859375,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5007,2019,32UQC,9548,0,800,720,2264,0,1,0,246,2073,0,0,0,98,41,2439,495,0,371,0,0,0.08378718056137412,1441,0.6359549743383479,0.4111103342991933,0.12122577614035505,0.10794317866537398,0.4742288957165733,-0.6239772691432021,0.1729751729576435,0.08822985153156694,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.16633987426757813,2019-02-26T11:49:40Z,52.12078857421875,12.0029296875,52.12017822265625,52.13739013671875,52.125,52.10797119140625,12.00091552734375,11.99029541015625,12.00970458984375,12.02032470703125,0,0.0034456253051757813,102382.34375,286.7809753417969,284.88812255859375,811.54803466796875,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5008,2019,32UQC,13655,0,2136,3005,3622,413,0,0,0,3874,0,0,0,172,0,433,0,0,0,0,0,0.15642621750274624,1442,0.6411654841419135,0.4079605917511851,0.09782163689565883,0.10897189612771484,0.5031991825869025,-0.6171499870294447,0.19362283737671818,0.10404951713534459,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.34580135345458984,2019-02-26T11:49:41Z,52.1087646484375,12.02197265625,52.1082763671875,52.12530517578125,52.11334228515625,52.09637451171875,12.0201416015625,12.00946044921875,12.028564453125,12.03924560546875,0,0.003448486328125,102320.1796875,286.7591552734375,284.81982421875,805.25439453125,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5009,2019,32UQC,14197,0,3641,480,5316,655,0,0,44,1745,0,0,0,1935,38,343,0,0,0,0,0,0.2564626329506234,1443,0.693998125293129,0.4496262894425123,0.09112220923472794,0.09028883566941805,0.5708073373618702,-0.6511530041855125,0.24178431220787353,0.11504713851406483,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.4475431442260742,2019-02-26T11:49:41Z,52.17333984375,11.93426513671875,52.171875,52.18896484375,52.1773681640625,52.16015625,11.931640625,11.92095947265625,11.9395751953125,11.95025634765625,0,0.0034332275390625,102435.46875,286.8451232910156,284.9670104980469,820.46124267578125,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5010,2019,32UQC,13680,0,1365,485,4702,0,34,166,282,3896,145,0,0,1480,0,423,702,0,0,0,0,0.09978070175438597,1444,0.5241680195110223,0.33414445001979953,0.10052644380773564,0.15006810691368175,0.4247506753989334,-0.5379451732162682,0.1715008233025905,0.09038726788534107,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.18631553649902344,2019-02-26T11:49:41Z,52.16168212890625,11.95361328125,52.160888671875,52.17816162109375,52.1658935546875,52.148681640625,11.9508056640625,11.940185546875,11.9595947265625,11.97027587890625,0,0.0034427642822265625,102436.7265625,286.82574462890625,284.9547424316406,817.7982177734375,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5011,2019,32UQC,8521,0,23,1910,2651,0,53,0,97,4,230,0,0,0,0,1538,1881,0,125,0,9,0.0026992137073113486,1445,0.6600791897422328,0.42699046629723864,0.1172614203298881,0.07794662703088233,0.48767621276000506,-0.6286378808032145,0.17188853581390817,0.0934361992750423,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.22163677215576172,2019-02-26T11:49:41Z,52.14990234375,11.97296142578125,52.14923095703125,52.16650390625,52.15411376953125,52.136962890625,11.97064208984375,11.9599609375,11.97955322265625,11.99017333984375,0,0.003448486328125,102405.265625,286.8056945800781,284.91448974609375,813.33758544921875,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5012,2019,32UQC,1866,0,0,0,284,0,0,0,115,54,0,0,0,0,0,385,727,0,273,0,28,0,1446,0.6199510025960114,0.3994968563415051,0.14146683873615848,0.09909255063630482,0.4013869054229335,-0.6263597293186819,0.10835537864833025,0.0579053845099217,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.4674568176269531,2019-02-26T11:49:41Z,52.137939453125,11.99224853515625,52.13739013671875,52.154541015625,52.14208984375,52.12506103515625,11.990234375,11.9796142578125,11.9990234375,12.0096435546875,0,0.00345611572265625,102390.0625,286.78497314453125,284.88702392578125,809.6837158203125,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5013,2019,32UQC,5441,0,0,1183,272,0,0,0,349,97,0,0,0,1385,0,832,734,0,431,0,158,0,1447,0.6530628873993497,0.42697235072793227,0.12216107621796596,0.0912076104068666,0.45530235605287117,-0.6364290088501088,0.14668027837459355,0.07512869172401045,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.3391714096069336,2019-02-26T11:49:41Z,52.12579345703125,12.01129150390625,52.1253662109375,52.14239501953125,52.13031005859375,52.1134033203125,12.00946044921875,11.998779296875,12.01788330078125,12.028564453125,0,0.0034666061401367188,102403.8125,286.7640686035156,284.8832702636719,807.5814208984375,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5014,2019,32UQC,11623,0,579,1539,1355,23,34,0,1,782,44,0,1452,2416,108,890,1552,0,846,0,2,0.049815021939258367,1448,0.5553088221498891,0.3455914866616396,0.10348485507121957,0.15044402934328824,0.42897230486544125,-0.570506733829509,0.15474724625231265,0.09217326383379582,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.3203105926513672,2019-02-26T11:49:41Z,52.17889404296875,11.94287109375,52.17816162109375,52.19512939453125,52.1829833984375,52.16595458984375,11.94012451171875,11.929443359375,11.948974609375,11.9595947265625,0,0.003448486328125,102392.4921875,286.8274230957031,284.90753173828125,812.81451416015625,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5015,2019,32UQC,9469,0,0,116,3867,4,471,0,394,1424,2147,0,0,0,7,289,655,0,60,0,35,0,1449,0.5744861806097942,0.37378368431912745,0.1126848219659645,0.12556377612569006,0.4322466330678581,-0.5716464601545433,0.1611977281400985,0.07998656944092597,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.2544374465942383,2019-02-26T11:49:41Z,52.16717529296875,11.9622802734375,52.16650390625,52.18353271484375,52.1712646484375,52.15411376953125,11.9599609375,11.94927978515625,11.96893310546875,11.9794921875,0,0.0034551620483398438,102367.28125,286.8080749511719,284.8733825683594,808.783447265625,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5016,2019,32UQC,3381,0,0,7,2882,0,0,0,349,0,0,0,0,0,0,143,0,0,0,0,0,0,1450,0.690597611039346,0.46123566189273807,0.13187247852224274,0.0691957277672232,0.4899931097569282,-0.6592786827941589,0.1739762941510402,0.07592626004644695,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.2089681625366211,2019-02-26T11:49:41Z,52.1551513671875,11.9815673828125,52.154541015625,52.17169189453125,52.159423828125,52.14215087890625,11.97955322265625,11.96893310546875,11.9884033203125,11.99896240234375,0,0.0034589767456054688,102322.28125,286.78826904296875,284.82232666015625,803.72833251953125,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5017,2019,32UQC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1451,0.6688665849610999,0.4414371195939404,0.13597920748093026,0.07813665048027897,0.43005858850067286,-0.6529509491352298,0.11467143018039586,0.057319575514695284,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.31240081787109375,2019-02-26T11:49:41Z,52.19598388671875,11.9322509765625,52.1951904296875,52.2125244140625,52.2000732421875,52.18304443359375,11.929443359375,11.91888427734375,11.9383544921875,11.94891357421875,0,0.0034646987915039063,102443.4453125,286.8284606933594,284.93829345703125,812.7091064453125,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5018,2019,32UQC,5118,0,0,8,444,0,70,0,80,0,173,0,0,0,0,169,3761,0,413,0,0,0,1452,0.6434403957680501,0.42121896588551433,0.1319215631297527,0.0865891842767805,0.4422405898670321,-0.6336473137874474,0.13043616243379097,0.07091862615574955,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.33695220947265625,2019-02-26T11:49:41Z,52.18426513671875,11.95166015625,52.1834716796875,52.20062255859375,52.1884765625,52.1712646484375,11.94927978515625,11.938720703125,11.95831298828125,11.9688720703125,0,0.0034666061401367188,102381.6171875,286.8099060058594,284.8750305175781,806.91778564453125,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5019,2019,32UQC,5419,0,0,0,1864,0,940,0,1486,78,261,0,0,0,0,230,430,0,130,0,0,0,1453,0.6036920729836092,0.3997710492421021,0.12618043258083878,0.10823059735224438,0.41321845663071216,-0.6018510237110586,0.12681803393940236,0.06332992686482335,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.14998149871826172,2019-02-26T11:49:41Z,52.17230224609375,11.97100830078125,52.17169189453125,52.18890380859375,52.17657470703125,52.159423828125,11.96893310546875,11.9583740234375,11.97784423828125,11.9884033203125,0,0.003467559814453125,102309.796875,286.790771484375,284.8027648925781,800.57421875,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5020,2019,32UQC,785,0,0,0,559,138,0,0,37,0,0,0,0,0,0,0,0,0,51,0,0,0,1454,0.6897372253315254,0.457626245714564,0.13828669654373155,0.07001127694854653,0.4486937315259369,-0.6650365625322182,0.12594965760171098,0.0608457119847487,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
0.3066396713256836,2019-02-26T11:49:42Z,52.18939208984375,11.96044921875,52.18896484375,52.2059326171875,52.1937255859375,52.1766357421875,11.9583740234375,11.94775390625,11.96728515625,11.97784423828125,0,0.0034847259521484375,102373.984375,286.79278564453125,284.84588623046875,801.3167724609375,1,oco2_LtSIF_190226_B11012Ar_221012173806s,oco2_LtSIF_190226_B11012Ar_221012173806s.nc4,2019-02-26,SACHSEN-ANHALT,5021,2019,32UQC,3214,0,0,0,2157,0,0,0,337,0,0,0,0,0,51,0,0,0,628,0,41,0,1455,0.670878779736609,0.44415169451712794,0.14054789035811255,0.08103360169575785,0.46005707104292215,-0.657631707431233,0.14619886915631417,0.06847884961968147,SENTINEL2X_20190215-000000-000_L3A_T32UQC_C_V4-0,2019-02,0.45,0.5
